Flag N d M NbThreads AvgTime Schedule_kind Chunk_size Probability
1 500 0.940 1000 1 110666 dynamic 1 1.000
1 500 0.960 1000 1 111494 dynamic 1 1.000
1 500 0.980 1000 1 112304 dynamic 1 1.000
1 500 1.000 1000 1 117026 dynamic 1 1.000
1 500 0.000 10000 1 201852 dynamic 1 0.000
1 500 0.020 10000 1 207723 dynamic 1 0.000
1 500 0.040 10000 1 214161 dynamic 1 0.000
1 500 0.060 10000 1 218002 dynamic 1 0.000
1 500 0.080 10000 1 216373 dynamic 1 0.000
1 500 0.100 10000 1 219458 dynamic 1 0.000
1 500 0.120 10000 1 223843 dynamic 1 0.000
1 500 0.140 10000 1 225188 dynamic 1 0.000
1 500 0.160 10000 1 230060 dynamic 1 0.000
1 500 0.180 10000 1 241328 dynamic 1 0.000
1 500 0.200 10000 1 269978 dynamic 1 0.005
1 500 0.220 10000 1 548035 dynamic 1 0.981
1 500 0.240 10000 1 632694 dynamic 1 1.000
1 500 0.260 10000 1 676972 dynamic 1 1.000
1 500 0.280 10000 1 711882 dynamic 1 1.000
1 500 0.300 10000 1 742523 dynamic 1 1.000
1 500 0.320 10000 1 771074 dynamic 1 1.000
1 500 0.340 10000 1 795857 dynamic 1 1.000
1 500 0.360 10000 1 820973 dynamic 1 1.000
1 500 0.380 10000 1 842068 dynamic 1 1.000
1 500 0.400 10000 1 865913 dynamic 1 1.000
1 500 0.420 10000 1 883282 dynamic 1 1.000
1 500 0.440 10000 1 898408 dynamic 1 1.000
1 500 0.460 10000 1 915427 dynamic 1 1.000
1 500 0.480 10000 1 928249 dynamic 1 1.000
1 500 0.500 10000 1 946775 dynamic 1 1.000
1 500 0.520 10000 1 965475 dynamic 1 1.000
1 500 0.540 10000 1 959295 dynamic 1 1.000
1 500 0.560 10000 1 928402 dynamic 1 1.000
1 500 0.580 10000 1 938761 dynamic 1 1.000
1 500 0.600 10000 1 949308 dynamic 1 1.000
1 500 0.620 10000 1 961186 dynamic 1 1.000
1 500 0.640 10000 1 970001 dynamic 1 1.000
1 500 0.660 10000 1 976269 dynamic 1 1.000
1 500 0.680 10000 1 984023 dynamic 1 1.000
1 500 0.700 10000 1 995371 dynamic 1 1.000
1 500 0.720 10000 1 1002830 dynamic 1 1.000
1 500 0.740 10000 1 996899 dynamic 1 1.000
1 500 0.760 10000 1 995700 dynamic 1 1.000
1 500 0.780 10000 1 1002078 dynamic 1 1.000
1 500 0.800 10000 1 1008302 dynamic 1 1.000
1 500 0.820 10000 1 1019878 dynamic 1 1.000
1 500 0.840 10000 1 1015747 dynamic 1 1.000
1 500 0.860 10000 1 1015853 dynamic 1 1.000
1 500 0.880 10000 1 1005297 dynamic 1 1.000
1 500 0.900 10000 1 996685 dynamic 1 1.000
1 500 0.920 10000 1 997474 dynamic 1 1.000
1 500 0.940 10000 1 1016020 dynamic 1 1.000
1 500 0.960 10000 1 1036522 dynamic 1 1.000
1 500 0.980 10000 1 1051816 dynamic 1 1.000
1 500 1.000 10000 1 1145134 dynamic 1 1.000
1 10 0.000 1 2 0 dynamic 1 0.000
1 10 0.020 1 2 0 dynamic 1 0.000
1 10 0.040 1 2 0 dynamic 1 0.000
1 10 0.060 1 2 0 dynamic 1 0.000
1 10 0.080 1 2 0 dynamic 1 0.000
1 10 0.100 1 2 0 dynamic 1 0.000
1 10 0.120 1 2 0 dynamic 1 0.000
1 10 0.140 1 2 0 dynamic 1 0.000
1 10 0.160 1 2 0 dynamic 1 0.000
1 10 0.180 1 2 0 dynamic 1 1.000
1 10 0.200 1 2 0 dynamic 1 0.000
1 10 0.220 1 2 0 dynamic 1 0.000
1 10 0.240 1 2 0 dynamic 1 0.000
1 10 0.260 1 2 0 dynamic 1 1.000
1 10 0.280 1 2 0 dynamic 1 1.000
1 10 0.300 1 2 0 dynamic 1 1.000
1 10 0.320 1 2 0 dynamic 1 1.000
1 10 0.340 1 2 0 dynamic 1 1.000
1 10 0.360 1 2 0 dynamic 1 1.000
1 10 0.380 1 2 0 dynamic 1 1.000
1 10 0.400 1 2 0 dynamic 1 1.000
1 10 0.420 1 2 0 dynamic 1 1.000
1 10 0.440 1 2 0 dynamic 1 1.000
1 10 0.460 1 2 0 dynamic 1 1.000
1 10 0.480 1 2 0 dynamic 1 1.000
1 10 0.500 1 2 0 dynamic 1 1.000
1 10 0.520 1 2 0 dynamic 1 1.000
1 10 0.540 1 2 0 dynamic 1 1.000
1 10 0.560 1 2 0 dynamic 1 1.000
1 10 0.580 1 2 0 dynamic 1 1.000
1 10 0.600 1 2 0 dynamic 1 1.000
1 10 0.620 1 2 0 dynamic 1 1.000
1 10 0.640 1 2 0 dynamic 1 1.000
1 10 0.660 1 2 0 dynamic 1 1.000
1 10 0.680 1 2 0 dynamic 1 1.000
1 10 0.700 1 2 0 dynamic 1 1.000
1 10 0.720 1 2 0 dynamic 1 1.000
1 10 0.740 1 2 0 dynamic 1 1.000
1 10 0.760 1 2 0 dynamic 1 1.000
1 10 0.780 1 2 0 dynamic 1 1.000
1 10 0.800 1 2 0 dynamic 1 1.000
1 10 0.820 1 2 0 dynamic 1 1.000
1 10 0.840 1 2 0 dynamic 1 1.000
1 10 0.860 1 2 0 dynamic 1 1.000
1 10 0.880 1 2 0 dynamic 1 1.000
1 10 0.900 1 2 0 dynamic 1 1.000
1 10 0.920 1 2 0 dynamic 1 1.000
1 10 0.940 1 2 0 dynamic 1 1.000
1 10 0.960 1 2 0 dynamic 1 1.000
1 10 0.980 1 2 0 dynamic 1 1.000
1 10 1.000 1 2 0 dynamic 1 1.000
1 10 0.000 10 2 0 dynamic 1 0.000
1 10 0.020 10 2 0 dynamic 1 0.000
1 10 0.040 10 2 0 dynamic 1 0.000
1 10 0.060 10 2 0 dynamic 1 0.000
1 10 0.080 10 2 0 dynamic 1 0.000
1 10 0.100 10 2 0 dynamic 1 0.000
1 10 0.120 10 2 0 dynamic 1 0.000
1 10 0.140 10 2 0 dynamic 1 0.000
1 10 0.160 10 2 0 dynamic 1 0.500
1 10 0.180 10 2 0 dynamic 1 0.000
1 10 0.200 10 2 0 dynamic 1 0.000
1 10 0.220 10 2 0 dynamic 1 0.400
1 10 0.240 10 2 0 dynamic 1 1.000
1 10 0.260 10 2 0 dynamic 1 1.000
1 10 0.280 10 2 0 dynamic 1 1.000
1 10 0.300 10 2 0 dynamic 1 1.000
1 10 0.320 10 2 0 dynamic 1 0.400
1 10 0.340 10 2 0 dynamic 1 1.000
1 10 0.360 10 2 0 dynamic 1 1.000
1 10 0.380 10 2 0 dynamic 1 1.000
1 10 0.400 10 2 0 dynamic 1 1.000
1 10 0.420 10 2 0 dynamic 1 1.000
1 10 0.440 10 2 0 dynamic 1 1.000
1 10 0.460 10 2 0 dynamic 1 1.000
1 10 0.480 10 2 0 dynamic 1 1.000
1 10 0.500 10 2 0 dynamic 1 1.000
1 10 0.520 10 2 0 dynamic 1 1.000
1 10 0.540 10 2 0 dynamic 1 1.000
1 10 0.560 10 2 0 dynamic 1 1.000
1 10 0.580 10 2 0 dynamic 1 1.000
1 10 0.600 10 2 0 dynamic 1 1.000
1 10 0.620 10 2 0 dynamic 1 1.000
1 10 0.640 10 2 0 dynamic 1 1.000
1 10 0.660 10 2 0 dynamic 1 1.000
1 10 0.680 10 2 0 dynamic 1 1.000
1 10 0.700 10 2 0 dynamic 1 1.000
1 10 0.720 10 2 0 dynamic 1 1.000
1 10 0.740 10 2 0 dynamic 1 1.000
1 10 0.760 10 2 0 dynamic 1 1.000
1 10 0.780 10 2 0 dynamic 1 1.000
1 10 0.800 10 2 0 dynamic 1 1.000
1 10 0.820 10 2 0 dynamic 1 1.000
1 10 0.840 10 2 0 dynamic 1 1.000
1 10 0.860 10 2 0 dynamic 1 1.000
1 10 0.880 10 2 0 dynamic 1 1.000
1 10 0.900 10 2 0 dynamic 1 1.000
1 10 0.920 10 2 0 dynamic 1 1.000
1 10 0.940 10 2 0 dynamic 1 1.000
1 10 0.960 10 2 0 dynamic 1 1.000
1 10 0.980 10 2 0 dynamic 1 1.000
1 10 1.000 10 2 0 dynamic 1 1.000
1 10 0.000 100 2 0 dynamic 1 0.000
1 10 0.020 100 2 1 dynamic 1 0.000
1 10 0.040 100 2 1 dynamic 1 0.000
1 10 0.060 100 2 0 dynamic 1 0.000
1 10 0.080 100 2 1 dynamic 1 0.000
1 10 0.100 100 2 1 dynamic 1 0.000
1 10 0.120 100 2 1 dynamic 1 0.000
1 10 0.140 100 2 1 dynamic 1 0.520
1 10 0.160 100 2 1 dynamic 1 0.000
1 10 0.180 100 2 1 dynamic 1 0.000
1 10 0.200 100 2 1 dynamic 1 0.000
1 10 0.220 100 2 1 dynamic 1 1.000
1 10 0.240 100 2 1 dynamic 1 1.000
1 10 0.260 100 2 1 dynamic 1 1.000
1 10 0.280 100 2 2 dynamic 1 1.000
1 10 0.300 100 2 2 dynamic 1 1.000
1 10 0.320 100 2 2 dynamic 1 1.000
1 10 0.340 100 2 2 dynamic 1 1.000
1 10 0.360 100 2 2 dynamic 1 1.000
1 10 0.380 100 2 2 dynamic 1 1.000
1 10 0.400 100 2 1 dynamic 1 0.340
1 10 0.420 100 2 2 dynamic 1 1.000
1 10 0.440 100 2 2 dynamic 1 1.000
1 10 0.460 100 2 2 dynamic 1 1.000
1 10 0.480 100 2 2 dynamic 1 1.000
1 10 0.500 100 2 2 dynamic 1 1.000
1 10 0.520 100 2 2 dynamic 1 1.000
1 10 0.540 100 2 2 dynamic 1 1.000
1 10 0.560 100 2 2 dynamic 1 1.000
1 10 0.580 100 2 2 dynamic 1 1.000
1 10 0.600 100 2 2 dynamic 1 1.000
1 10 0.620 100 2 2 dynamic 1 1.000
1 10 0.640 100 2 2 dynamic 1 1.000
1 10 0.660 100 2 2 dynamic 1 1.000
1 10 0.680 100 2 2 dynamic 1 1.000
1 10 0.700 100 2 2 dynamic 1 1.000
1 10 0.720 100 2 2 dynamic 1 1.000
1 10 0.740 100 2 2 dynamic 1 1.000
1 10 0.760 100 2 2 dynamic 1 1.000
1 10 0.780 100 2 2 dynamic 1 1.000
1 10 0.800 100 2 2 dynamic 1 1.000
1 10 0.820 100 2 2 dynamic 1 1.000
1 10 0.840 100 2 2 dynamic 1 1.000
1 10 0.860 100 2 2 dynamic 1 1.000
1 10 0.880 100 2 2 dynamic 1 1.000
1 10 0.900 100 2 2 dynamic 1 1.000
1 10 0.920 100 2 2 dynamic 1 1.000
1 10 0.940 100 2 2 dynamic 1 1.000
1 10 0.960 100 2 2 dynamic 1 1.000
1 10 0.980 100 2 2 dynamic 1 1.000
1 10 1.000 100 2 2 dynamic 1 1.000
1 10 0.000 1000 2 5 dynamic 1 0.000
1 10 0.020 1000 2 5 dynamic 1 0.000
1 10 0.040 1000 2 5 dynamic 1 0.000
1 10 0.060 1000 2 5 dynamic 1 0.000
1 10 0.080 1000 2 6 dynamic 1 0.000
1 10 0.100 1000 2 6 dynamic 1 0.000
1 10 0.120 1000 2 5 dynamic 1 0.000
1 10 0.140 1000 2 6 dynamic 1 0.000
1 10 0.160 1000 2 10 dynamic 1 0.509
1 10 0.180 1000 2 8 dynamic 1 0.000
1 10 0.200 1000 2 6 dynamic 1 0.000
1 10 0.220 1000 2 11 dynamic 1 1.000
1 10 0.240 1000 2 12 dynamic 1 0.464
1 10 0.260 1000 2 13 dynamic 1 1.000
1 10 0.280 1000 2 16 dynamic 1 1.000
1 10 0.300 1000 2 16 dynamic 1 1.000
1 10 0.320 1000 2 16 dynamic 1 1.000
1 10 0.340 1000 2 17 dynamic 1 1.000
1 10 0.360 1000 2 17 dynamic 1 1.000
1 10 0.380 1000 2 18 dynamic 1 1.000
1 10 0.400 1000 2 18 dynamic 1 1.000
1 10 0.420 1000 2 18 dynamic 1 1.000
1 10 0.440 1000 2 19 dynamic 1 1.000
1 10 0.460 1000 2 20 dynamic 1 1.000
1 10 0.480 1000 2 19 dynamic 1 1.000
1 10 0.500 1000 2 20 dynamic 1 1.000
1 10 0.520 1000 2 20 dynamic 1 1.000
1 10 0.540 1000 2 21 dynamic 1 1.000
1 10 0.560 1000 2 20 dynamic 1 1.000
1 10 0.580 1000 2 21 dynamic 1 1.000
1 10 0.600 1000 2 21 dynamic 1 1.000
1 10 0.620 1000 2 21 dynamic 1 1.000
1 10 0.640 1000 2 21 dynamic 1 1.000
1 10 0.660 1000 2 22 dynamic 1 1.000
1 10 0.680 1000 2 22 dynamic 1 1.000
1 10 0.700 1000 2 22 dynamic 1 1.000
1 10 0.720 1000 2 22 dynamic 1 1.000
1 10 0.740 1000 2 22 dynamic 1 1.000
1 10 0.760 1000 2 23 dynamic 1 1.000
1 10 0.780 1000 2 23 dynamic 1 1.000
1 10 0.800 1000 2 22 dynamic 1 1.000
1 10 0.820 1000 2 23 dynamic 1 1.000
1 10 0.840 1000 2 23 dynamic 1 1.000
1 10 0.860 1000 2 23 dynamic 1 1.000
1 10 0.880 1000 2 23 dynamic 1 1.000
1 10 0.900 1000 2 23 dynamic 1 1.000
1 10 0.920 1000 2 23 dynamic 1 1.000
1 10 0.940 1000 2 24 dynamic 1 1.000
1 10 0.960 1000 2 24 dynamic 1 1.000
1 10 0.980 1000 2 23 dynamic 1 1.000
1 10 1.000 1000 2 24 dynamic 1 1.000
1 10 0.000 10000 2 48 dynamic 1 0.000
1 10 0.020 10000 2 48 dynamic 1 0.000
1 10 0.040 10000 2 50 dynamic 1 0.000
1 10 0.060 10000 2 52 dynamic 1 0.000
1 10 0.080 10000 2 51 dynamic 1 0.000
1 10 0.100 10000 2 57 dynamic 1 0.000
1 10 0.120 10000 2 65 dynamic 1 0.000
1 10 0.140 10000 2 81 dynamic 1 0.000
1 10 0.160 10000 2 83 dynamic 1 0.000
1 10 0.180 10000 2 91 dynamic 1 0.000
1 10 0.200 10000 2 72 dynamic 1 0.471
1 10 0.220 10000 2 113 dynamic 1 0.438
1 10 0.240 10000 2 139 dynamic 1 1.000
1 10 0.260 10000 2 135 dynamic 1 0.441
1 10 0.280 10000 2 121 dynamic 1 0.429
1 10 0.300 10000 2 163 dynamic 1 1.000
1 10 0.320 10000 2 133 dynamic 1 0.428
1 10 0.340 10000 2 170 dynamic 1 1.000
1 10 0.360 10000 2 178 dynamic 1 1.000
1 10 0.380 10000 2 182 dynamic 1 1.000
1 10 0.400 10000 2 179 dynamic 1 1.000
1 10 0.420 10000 2 183 dynamic 1 1.000
1 10 0.440 10000 2 185 dynamic 1 1.000
1 10 0.460 10000 2 193 dynamic 1 1.000
1 10 0.480 10000 2 198 dynamic 1 1.000
1 10 0.500 10000 2 207 dynamic 1 1.000
1 10 0.520 10000 2 201 dynamic 1 1.000
1 10 0.540 10000 2 206 dynamic 1 1.000
1 10 0.560 10000 2 210 dynamic 1 1.000
1 10 0.580 10000 2 206 dynamic 1 1.000
1 10 0.600 10000 2 212 dynamic 1 1.000
1 10 0.620 10000 2 214 dynamic 1 1.000
1 10 0.640 10000 2 218 dynamic 1 1.000
1 10 0.660 10000 2 220 dynamic 1 1.000
1 10 0.680 10000 2 218 dynamic 1 1.000
1 10 0.700 10000 2 217 dynamic 1 1.000
1 10 0.720 10000 2 221 dynamic 1 1.000
1 10 0.740 10000 2 221 dynamic 1 1.000
1 10 0.760 10000 2 225 dynamic 1 1.000
1 10 0.780 10000 2 229 dynamic 1 1.000
1 10 0.800 10000 2 227 dynamic 1 1.000
1 10 0.820 10000 2 229 dynamic 1 1.000
1 10 0.840 10000 2 230 dynamic 1 1.000
1 10 0.860 10000 2 234 dynamic 1 1.000
1 10 0.880 10000 2 234 dynamic 1 1.000
1 10 0.900 10000 2 231 dynamic 1 1.000
1 10 0.920 10000 2 235 dynamic 1 1.000
1 10 0.940 10000 2 237 dynamic 1 1.000
1 10 0.960 10000 2 236 dynamic 1 1.000
1 10 0.980 10000 2 234 dynamic 1 1.000
1 10 1.000 10000 2 236 dynamic 1 1.000
1 50 0.000 1 2 0 dynamic 1 0.000
1 50 0.020 1 2 0 dynamic 1 0.000
1 50 0.040 1 2 0 dynamic 1 0.000
1 50 0.060 1 2 0 dynamic 1 0.000
1 50 0.080 1 2 0 dynamic 1 0.000
1 50 0.100 1 2 0 dynamic 1 0.000
1 50 0.120 1 2 0 dynamic 1 0.000
1 50 0.140 1 2 0 dynamic 1 0.000
1 50 0.160 1 2 0 dynamic 1 0.000
1 50 0.180 1 2 0 dynamic 1 0.000
1 50 0.200 1 2 0 dynamic 1 0.000
1 50 0.220 1 2 1 dynamic 1 1.000
1 50 0.240 1 2 1 dynamic 1 1.000
1 50 0.260 1 2 1 dynamic 1 1.000
1 50 0.280 1 2 1 dynamic 1 1.000
1 50 0.300 1 2 1 dynamic 1 1.000
1 50 0.320 1 2 1 dynamic 1 1.000
1 50 0.340 1 2 1 dynamic 1 1.000
1 50 0.360 1 2 1 dynamic 1 1.000
1 50 0.380 1 2 1 dynamic 1 1.000
1 50 0.400 1 2 1 dynamic 1 1.000
1 50 0.420 1 2 1 dynamic 1 1.000
1 50 0.440 1 2 1 dynamic 1 1.000
1 50 0.460 1 2 1 dynamic 1 1.000
1 50 0.480 1 2 1 dynamic 1 1.000
1 50 0.500 1 2 1 dynamic 1 1.000
1 50 0.520 1 2 1 dynamic 1 1.000
1 50 0.540 1 2 1 dynamic 1 1.000
1 50 0.560 1 2 1 dynamic 1 1.000
1 50 0.580 1 2 1 dynamic 1 1.000
1 50 0.600 1 2 1 dynamic 1 1.000
1 50 0.620 1 2 1 dynamic 1 1.000
1 50 0.640 1 2 1 dynamic 1 1.000
1 50 0.660 1 2 1 dynamic 1 1.000
1 50 0.680 1 2 1 dynamic 1 1.000
1 50 0.700 1 2 1 dynamic 1 1.000
1 50 0.720 1 2 1 dynamic 1 1.000
1 50 0.740 1 2 1 dynamic 1 1.000
1 50 0.760 1 2 1 dynamic 1 1.000
1 50 0.780 1 2 1 dynamic 1 1.000
1 50 0.800 1 2 1 dynamic 1 1.000
1 50 0.820 1 2 1 dynamic 1 1.000
1 50 0.840 1 2 1 dynamic 1 1.000
1 50 0.860 1 2 1 dynamic 1 1.000
1 50 0.880 1 2 1 dynamic 1 1.000
1 50 0.900 1 2 1 dynamic 1 1.000
1 50 0.920 1 2 1 dynamic 1 1.000
1 50 0.940 1 2 1 dynamic 1 1.000
1 50 0.960 1 2 1 dynamic 1 1.000
1 50 0.980 1 2 1 dynamic 1 1.000
1 50 1.000 1 2 1 dynamic 1 1.000
1 50 0.000 10 2 1 dynamic 1 0.000
1 50 0.020 10 2 1 dynamic 1 0.000
1 50 0.040 10 2 1 dynamic 1 0.000
1 50 0.060 10 2 1 dynamic 1 0.000
1 50 0.080 10 2 1 dynamic 1 0.000
1 50 0.100 10 2 1 dynamic 1 0.000
1 50 0.120 10 2 1 dynamic 1 0.000
1 50 0.140 10 2 1 dynamic 1 0.000
1 50 0.160 10 2 1 dynamic 1 0.000
1 50 0.180 10 2 1 dynamic 1 0.000
1 50 0.200 10 2 2 dynamic 1 0.400
1 50 0.220 10 2 3 dynamic 1 1.000
1 50 0.240 10 2 3 dynamic 1 1.000
1 50 0.260 10 2 4 dynamic 1 1.000
1 50 0.280 10 2 4 dynamic 1 1.000
1 50 0.300 10 2 4 dynamic 1 1.000
1 50 0.320 10 2 4 dynamic 1 1.000
1 50 0.340 10 2 4 dynamic 1 1.000
1 50 0.360 10 2 5 dynamic 1 1.000
1 50 0.380 10 2 5 dynamic 1 1.000
1 50 0.400 10 2 5 dynamic 1 1.000
1 50 0.420 10 2 5 dynamic 1 1.000
1 50 0.440 10 2 5 dynamic 1 1.000
1 50 0.460 10 2 5 dynamic 1 1.000
1 50 0.480 10 2 5 dynamic 1 1.000
1 50 0.500 10 2 5 dynamic 1 1.000
1 50 0.520 10 2 5 dynamic 1 1.000
1 50 0.540 10 2 5 dynamic 1 1.000
1 50 0.560 10 2 6 dynamic 1 1.000
1 50 0.580 10 2 6 dynamic 1 1.000
1 50 0.600 10 2 6 dynamic 1 1.000
1 50 0.620 10 2 6 dynamic 1 1.000
1 50 0.640 10 2 6 dynamic 1 1.000
1 50 0.660 10 2 6 dynamic 1 1.000
1 50 0.680 10 2 6 dynamic 1 1.000
1 50 0.700 10 2 6 dynamic 1 1.000
1 50 0.720 10 2 6 dynamic 1 1.000
1 50 0.740 10 2 6 dynamic 1 1.000
1 50 0.760 10 2 6 dynamic 1 1.000
1 50 0.780 10 2 6 dynamic 1 1.000
1 50 0.800 10 2 6 dynamic 1 1.000
1 50 0.820 10 2 6 dynamic 1 1.000
1 50 0.840 10 2 6 dynamic 1 1.000
1 50 0.860 10 2 6 dynamic 1 1.000
1 50 0.880 10 2 6 dynamic 1 1.000
1 50 0.900 10 2 6 dynamic 1 1.000
1 50 0.920 10 2 6 dynamic 1 1.000
1 50 0.940 10 2 6 dynamic 1 1.000
1 50 0.960 10 2 7 dynamic 1 1.000
1 50 0.980 10 2 7 dynamic 1 1.000
1 50 1.000 10 2 7 dynamic 1 1.000
1 50 0.000 100 2 8 dynamic 1 0.000
1 50 0.020 100 2 9 dynamic 1 0.000
1 50 0.040 100 2 9 dynamic 1 0.000
1 50 0.060 100 2 9 dynamic 1 0.000
1 50 0.080 100 2 9 dynamic 1 0.000
1 50 0.100 100 2 10 dynamic 1 0.000
1 50 0.120 100 2 10 dynamic 1 0.000
1 50 0.140 100 2 12 dynamic 1 0.000
1 50 0.160 100 2 12 dynamic 1 0.000
1 50 0.180 100 2 18 dynamic 1 0.430
1 50 0.200 100 2 18 dynamic 1 0.000
1 50 0.220 100 2 26 dynamic 1 1.000
1 50 0.240 100 2 26 dynamic 1 0.380
1 50 0.260 100 2 37 dynamic 1 1.000
1 50 0.280 100 2 38 dynamic 1 1.000
1 50 0.300 100 2 41 dynamic 1 1.000
1 50 0.320 100 2 42 dynamic 1 1.000
1 50 0.340 100 2 44 dynamic 1 1.000
1 50 0.360 100 2 45 dynamic 1 1.000
1 50 0.380 100 2 47 dynamic 1 1.000
1 50 0.400 100 2 47 dynamic 1 1.000
1 50 0.420 100 2 49 dynamic 1 1.000
1 50 0.440 100 2 50 dynamic 1 1.000
1 50 0.460 100 2 51 dynamic 1 1.000
1 50 0.480 100 2 52 dynamic 1 1.000
1 50 0.500 100 2 53 dynamic 1 1.000
1 50 0.520 100 2 53 dynamic 1 1.000
1 50 0.540 100 2 54 dynamic 1 1.000
1 50 0.560 100 2 55 dynamic 1 1.000
1 50 0.580 100 2 56 dynamic 1 1.000
1 50 0.600 100 2 56 dynamic 1 1.000
1 50 0.620 100 2 57 dynamic 1 1.000
1 50 0.640 100 2 58 dynamic 1 1.000
1 50 0.660 100 2 58 dynamic 1 1.000
1 50 0.680 100 2 59 dynamic 1 1.000
1 50 0.700 100 2 59 dynamic 1 1.000
1 50 0.720 100 2 59 dynamic 1 1.000
1 50 0.740 100 2 60 dynamic 1 1.000
1 50 0.760 100 2 61 dynamic 1 1.000
1 50 0.780 100 2 60 dynamic 1 1.000
1 50 0.800 100 2 61 dynamic 1 1.000
1 50 0.820 100 2 62 dynamic 1 1.000
1 50 0.840 100 2 62 dynamic 1 1.000
1 50 0.860 100 2 62 dynamic 1 1.000
1 50 0.880 100 2 63 dynamic 1 1.000
1 50 0.900 100 2 63 dynamic 1 1.000
1 50 0.920 100 2 64 dynamic 1 1.000
1 50 0.940 100 2 64 dynamic 1 1.000
1 50 0.960 100 2 64 dynamic 1 1.000
1 50 0.980 100 2 65 dynamic 1 1.000
1 50 1.000 100 2 65 dynamic 1 1.000
1 50 0.000 1000 2 85 dynamic 1 0.000
1 50 0.020 1000 2 87 dynamic 1 0.000
1 50 0.040 1000 2 88 dynamic 1 0.000
1 50 0.060 1000 2 91 dynamic 1 0.000
1 50 0.080 1000 2 92 dynamic 1 0.000
1 50 0.100 1000 2 94 dynamic 1 0.000
1 50 0.120 1000 2 104 dynamic 1 0.000
1 50 0.140 1000 2 114 dynamic 1 0.000
1 50 0.160 1000 2 124 dynamic 1 0.000
1 50 0.180 1000 2 132 dynamic 1 0.000
1 50 0.200 1000 2 160 dynamic 1 0.000
1 50 0.220 1000 2 223 dynamic 1 0.454
1 50 0.240 1000 2 336 dynamic 1 1.000
1 50 0.260 1000 2 361 dynamic 1 1.000
1 50 0.280 1000 2 383 dynamic 1 1.000
1 50 0.300 1000 2 400 dynamic 1 1.000
1 50 0.320 1000 2 415 dynamic 1 1.000
1 50 0.340 1000 2 433 dynamic 1 1.000
1 50 0.360 1000 2 449 dynamic 1 1.000
1 50 0.380 1000 2 461 dynamic 1 1.000
1 50 0.400 1000 2 473 dynamic 1 1.000
1 50 0.420 1000 2 488 dynamic 1 1.000
1 50 0.440 1000 2 492 dynamic 1 1.000
1 50 0.460 1000 2 505 dynamic 1 1.000
1 50 0.480 1000 2 521 dynamic 1 1.000
1 50 0.500 1000 2 525 dynamic 1 1.000
1 50 0.520 1000 2 535 dynamic 1 1.000
1 50 0.540 1000 2 544 dynamic 1 1.000
1 50 0.560 1000 2 548 dynamic 1 1.000
1 50 0.580 1000 2 553 dynamic 1 1.000
1 50 0.600 1000 2 561 dynamic 1 1.000
1 50 0.620 1000 2 566 dynamic 1 1.000
1 50 0.640 1000 2 572 dynamic 1 1.000
1 50 0.660 1000 2 580 dynamic 1 1.000
1 50 0.680 1000 2 585 dynamic 1 1.000
1 50 0.700 1000 2 588 dynamic 1 1.000
1 50 0.720 1000 2 595 dynamic 1 1.000
1 50 0.740 1000 2 597 dynamic 1 1.000
1 50 0.760 1000 2 600 dynamic 1 1.000
1 50 0.780 1000 2 608 dynamic 1 1.000
1 50 0.800 1000 2 610 dynamic 1 1.000
1 50 0.820 1000 2 613 dynamic 1 1.000
1 50 0.840 1000 2 618 dynamic 1 1.000
1 50 0.860 1000 2 623 dynamic 1 1.000
1 50 0.880 1000 2 625 dynamic 1 1.000
1 50 0.900 1000 2 629 dynamic 1 1.000
1 50 0.920 1000 2 631 dynamic 1 1.000
1 50 0.940 1000 2 635 dynamic 1 1.000
1 50 0.960 1000 2 638 dynamic 1 1.000
1 50 0.980 1000 2 642 dynamic 1 1.000
1 50 1.000 1000 2 646 dynamic 1 1.000
1 50 0.000 10000 2 857 dynamic 1 0.000
1 50 0.020 10000 2 870 dynamic 1 0.000
1 50 0.040 10000 2 891 dynamic 1 0.000
1 50 0.060 10000 2 928 dynamic 1 0.000
1 50 0.080 10000 2 935 dynamic 1 0.000
1 50 0.100 10000 2 954 dynamic 1 0.000
1 50 0.120 10000 2 1034 dynamic 1 0.000
1 50 0.140 10000 2 1099 dynamic 1 0.000
1 50 0.160 10000 2 1199 dynamic 1 0.000
1 50 0.180 10000 2 1750 dynamic 1 0.427
1 50 0.200 10000 2 2406 dynamic 1 0.692
1 50 0.220 10000 2 2888 dynamic 1 0.959
1 50 0.240 10000 2 3348 dynamic 1 1.000
1 50 0.260 10000 2 3525 dynamic 1 1.000
1 50 0.280 10000 2 3833 dynamic 1 1.000
1 50 0.300 10000 2 4020 dynamic 1 1.000
1 50 0.320 10000 2 4221 dynamic 1 1.000
1 50 0.340 10000 2 4354 dynamic 1 1.000
1 50 0.360 10000 2 4501 dynamic 1 1.000
1 50 0.380 10000 2 4648 dynamic 1 1.000
1 50 0.400 10000 2 4757 dynamic 1 1.000
1 50 0.420 10000 2 4890 dynamic 1 1.000
1 50 0.440 10000 2 4996 dynamic 1 1.000
1 50 0.460 10000 2 5099 dynamic 1 1.000
1 50 0.480 10000 2 5172 dynamic 1 1.000
1 50 0.500 10000 2 5291 dynamic 1 1.000
1 50 0.520 10000 2 5353 dynamic 1 1.000
1 50 0.540 10000 2 5436 dynamic 1 1.000
1 50 0.560 10000 2 5498 dynamic 1 1.000
1 50 0.580 10000 2 5597 dynamic 1 1.000
1 50 0.600 10000 2 5628 dynamic 1 1.000
